"""""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Aug 27","2019""""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,186384,152110,782436,227628,606471,677509,597391,802429,325934,167523,234454,152862,2746257,2166874
DII,80870,7372,26716,1012497,23661,82492,0,0,0,0,942,0,213739,1020811
FII,105631,214303,990884,631751,271153,326873,155057,151788,31457,18733,27764,15952,1744731,1196615
Pro,30556,29656,207855,136015,167345,162053,316182,294710,79015,75777,173246,93219,722601,1043028
TOTAL,403441,403441,2007891,2007891,1068630,1248927,1068630,1248927,436406,262033,436406,262033,5427328,5427328
