"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on May 08"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,139064,178177,885286,241576,853972,437282,730691,674742,223820,89576,196350,117822,2629000,2139358
DII,30120,54545,12606,941952,31205,87158,0,0,0,0,1973,0,161089,998470
FII,177046,96411,853165,598335,215289,321658,131763,142209,27843,28686,26093,22334,1623687,1017145
Pro,21195,38292,158494,127688,155717,162839,393729,191986,58076,62560,85323,40666,618881,877684
TOTAL,367425,367425,1909551,1909551,1256183,1008937,1256183,1008937,309739,180822,309739,180822,5032657,5032657
