"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 18"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,119774,156647,803219,254148,340569,440181,446911,625086,350254,148848,256224,147545,2202845,1886561
DII,35864,71776,21995,896911,32401,98412,0,0,0,0,2064,0,188672,970751
FII,176988,96840,839120,562979,230569,353012,69674,228489,37994,30179,41155,30529,1667862,1029666
Pro,26599,33962,176370,126666,95839,126379,182793,164409,63164,63281,151969,64234,551632,724033
TOTAL,359225,359225,1840704,1840704,699378,1017984,699378,1017984,451412,242308,451412,242308,4611011,4611011
