"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jun 13"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,154854,179196,888254,274763,354395,337348,422741,573102,299776,122555,224423,124573,2157182,1798798
DII,43150,33854,14029,934622,24397,80216,0,0,0,0,1848,0,161792,970324
FII,140550,102507,834293,595075,168443,311639,57312,113409,18949,20665,21893,17608,1494539,907804
Pro,17614,40611,152989,85105,103882,112832,171064,155524,53300,52326,123861,53365,492943,629530
TOTAL,356168,356168,1889565,1889565,651117,842035,651117,842035,372025,195546,372025,195546,4306456,4306456
