"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on February 11"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,143195,142891,781007,252225,475289,553783,582699,747513,280263,148359,219695,137583,2381896,2082606
DII,39482,49225,23584,961790,24469,105614,0,0,688,0,605,0,193837,1011620
FII,195950,171295,935563,563660,233117,340770,58711,174016,35149,38913,31213,38642,1779462,1037537
Pro,22077,37293,156281,118760,142840,153450,234305,232088,57126,54943,121713,65990,586717,810149
TOTAL,400704,400704,1896435,1896435,875715,1153617,875715,1153617,373226,242215,373226,242215,4941912,4941912
