"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 16"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,130609,154049,803341,250905,365146,725577,510791,819361,338577,146298,253559,148478,2509548,2137143
DII,36152,68910,21736,901798,32397,97163,0,0,0,0,2021,0,187448,972729
FII,159580,95788,837457,559899,268462,353681,73295,237248,37733,31079,38524,30259,1687992,1035013
Pro,28197,35791,175860,125792,137717,149110,219636,268922,63873,64613,146079,63253,619370,859473
TOTAL,354538,354538,1838394,1838394,803722,1325531,803722,1325531,440183,241990,440183,241990,5004358,5004358
