"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jun 03"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,162598,202641,858901,270077,370204,597184,447166,688392,163404,86818,140809,86802,2239109,1835887
DII,47103,41898,18346,924430,24392,77195,0,0,0,0,486,0,167036,966814
FII,151019,86916,845443,589061,158311,266955,52865,126950,12794,16438,12930,14799,1450960,883521
Pro,16846,46111,132297,71419,130181,121764,183057,247756,39935,33661,61908,35316,474684,645567
TOTAL,377566,377566,1854987,1854987,683088,1063098,683088,1063098,216133,136917,216133,136917,4331789,4331789
