"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on March 14"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,189744,208032,785975,321744,298898,665247,486808,689197,253167,168758,214889,143188,2361789,2063858
DII,33729,39511,23993,885397,33457,91636,0,0,0,0,0,0,182815,924908
FII,171676,116178,899111,519166,279791,298951,82311,253626,35921,32667,30165,31144,1718117,1032590
Pro,25907,57335,154973,137745,150349,135391,193376,248402,67361,44943,111395,72036,578924,820289
TOTAL,421056,421056,1864052,1864052,762495,1191225,762495,1191225,356449,246368,356449,246368,4841645,4841645
