"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on January 29"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,152938,150554,862874,235459,710458,454600,642284,748281,400763,150229,276388,157123,2731862,2210089
DII,70165,36139,22038,997490,24444,90823,0,0,165,0,0,0,207635,1033629
FII,242285,261233,918240,608298,228323,460409,121128,214892,48371,50771,57360,46498,1948399,1309409
Pro,18217,35679,192057,153962,151816,161060,351629,203719,65539,74860,181090,72239,663549,998318
TOTAL,483605,483605,1995209,1995209,1115041,1166892,1115041,1166892,514838,275860,514838,275860,5551445,5551445
