"""""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Aug 26","2019""""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,186760,154489,794674,221486,531184,597831,546443,764928,341486,164522,240039,152727,2616457,2080112
DII,81037,6955,25608,1007583,23661,82492,0,0,0,0,942,0,212798,1015480
FII,93467,208896,984466,659269,265367,303585,143706,124027,33522,20249,31501,17533,1700656,1184932
Pro,33057,23981,223906,140316,158645,172389,288708,267342,75177,76221,177703,90732,739395,988782
TOTAL,394321,394321,2028654,2028654,978857,1156297,978857,1156297,450185,260992,450185,260992,5269306,5269306
