"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on January 28"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,155196,152374,849481,232831,703982,443717,646538,740249,410859,142866,277688,155237,2706101,2204917
DII,60581,30718,24146,995405,24444,90823,0,0,0,0,0,0,199994,1026123
FII,231127,246144,905781,591407,218228,459867,114592,214365,47603,50962,57293,45868,1913568,1269669
Pro,21435,39103,186295,146060,139035,159585,324559,199378,61923,74461,185404,67184,642734,961688
TOTAL,468339,468339,1965703,1965703,1085689,1153992,1085689,1153992,520385,268289,520385,268289,5462397,5462397
