"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on February 26"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,131389,118042,792056,241130,461394,563553,565190,778076,316828,192792,250180,157362,2458012,2109980
DII,36266,16389,27001,964355,24397,99386,0,0,688,0,605,0,187738,981349
FII,187548,205707,964860,602081,238034,346139,79435,161509,50098,47949,42131,49778,1834628,1140641
Pro,21670,36735,198790,175141,163260,172565,242460,242058,74901,62059,149599,95660,693245,941653
TOTAL,376873,376873,1982707,1982707,887085,1181643,887085,1181643,442515,302800,442515,302800,5173623,5173623
