"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on February 22"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,137162,140319,817140,260899,472159,488584,548576,744600,333947,193660,260013,161906,2442652,2116313
DII,38434,24414,32665,977062,24397,91047,0,0,688,0,605,0,187231,1002081
FII,188416,199843,952773,589205,228836,362582,86189,152548,50869,49290,44122,49488,1832766,1121395
Pro,27471,26907,194798,170210,124240,144856,214867,189921,69436,59987,150200,91543,620788,843648
TOTAL,391483,391483,1997376,1997376,849632,1087069,849632,1087069,454940,302937,454940,302937,5083437,5083437
