Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Aug 06 2019,,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"""Future Stock Short	""",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"""Total Long Contracts	""",Total Short Contracts
Client,188100,152737,800371,205644,646926,548573,585108,723996,270290,126725,202666,128162,2580985,1998313
DII,76090,7600,19603,1029632,23646,78126,0,0,0,0,975,0,197465,1038207
FII,67451,189342,939427,585164,240411,252897,129150,100489,27167,15381,21221,12461,1542734,1037827
Pro,41418,23380,151504,90465,150494,194945,347219,250056,54457,64696,127052,66179,657514,904351
TOTAL,373059,373059,1910905,1910905,1061477,1074541,1061477,1074541,351914,206802,351914,206802,4978698,4978698
