Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Feb 12 2020,,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,"""Future Stock Short	""",Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,"""Total Long Contracts	""",Total Short Contracts
Client,169772,88017,794266,235163,564455,838823,605568,964338,331420,145587,239093,165453,2844323,2297632
DII,28952,23796,35979,1064432,4317,83777,0,0,3112,0,2142,0,156137,1090370
FII,38040,126444,984662,588180,193189,308921,86675,130749,18049,18887,18462,13769,1561748,964279
Pro,20648,19155,177538,104670,175345,168282,245063,304716,61010,82299,153894,67551,685122,895049
TOTAL,257412,257412,1992445,1992445,937306,1399803,937306,1399803,413591,246773,413591,246773,5247330,5247330
