"""""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jan 15","2020""""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,119033,111731,734563,219916,697610,712580,692439,897660,281952,135905,220489,158061,2681643,2300296
DII,44999,38918,24017,1098421,4317,65841,0,0,0,0,854,0,139174,1138193
FII,81917,77228,1016725,511902,197591,343072,88889,131645,17369,26504,22272,16077,1683178,848013
Pro,15514,33586,158310,103376,161975,182816,280165,275004,70126,75827,125832,64098,664568,882061
TOTAL,261463,261463,1933615,1933615,1061493,1304309,1061493,1304309,369447,238236,369447,238236,5168563,5168563
