"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jul 23"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,170909,169048,838679,241214,819724,422681,707179,671323,370509,146038,249850,149190,2768540,2187804
DII,44525,19547,23241,965788,27466,91146,0,0,0,0,0,0,186378,985335
FII,128328,144878,868192,575104,159872,278502,76332,91894,18204,14455,25704,12264,1467553,926176
Pro,37672,47961,193984,141990,128299,151907,351850,181019,68731,74376,181890,73415,654969,978125
TOTAL,381434,381434,1924096,1924096,1135361,944236,1135361,944236,457444,234869,457444,234869,5077440,5077440
