"""""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jun 16","2020""""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,127857,119225,458672,215777,704466,755062,680509,826028,366547,186232,264008,173821,2598836,2279368
DII,28157,20371,57615,911182,4584,70199,0,0,163,4,4138,0,160722,935691
FII,59176,64643,1054230,495149,219609,257625,170476,180889,23599,25505,29314,28133,1639744,968604
Pro,23189,34140,142065,90474,204726,210760,282400,286729,102341,106761,195190,116548,789842,1005481
TOTAL,238379,238379,1712582,1712582,1133385,1293646,1133385,1293646,492650,318502,492650,318502,5189144,5189144
