"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on February 12"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,136839,145195,794528,248324,616252,512786,651601,741760,295694,152393,228344,144210,2508492,2159434
DII,36582,47099,24520,965672,24469,106200,0,0,697,0,605,0,192468,1013376
FII,202435,170658,935181,571958,235193,360758,69373,175830,38820,40763,33505,38722,1813150,1060046
Pro,24478,37382,159459,127734,143709,167864,298649,230018,56068,56725,128825,66949,608303,889557
TOTAL,400334,400334,1913688,1913688,1019623,1147608,1019623,1147608,391279,249881,391279,249881,5122413,5122413
