"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on May 24"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,159842,173977,921936,273103,515970,523293,484097,671853,325642,167828,268811,146697,2614511,2018538
DII,50030,38903,33623,952249,28748,83718,0,0,0,0,2292,0,196119,993444
FII,164013,154099,879017,631509,217261,341607,157335,169413,38188,33981,39992,31231,1674067,1183579
Pro,32496,39402,177809,155524,127619,117918,248166,225270,73693,58387,126428,82268,587922,877058
TOTAL,406381,406381,2012385,2012385,889598,1066536,889598,1066536,437523,260196,437523,260196,5072619,5072619
