"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 10"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,125048,144823,790099,251091,703091,565594,684606,715161,311906,112862,228959,134315,2608600,2158955
DII,33063,66327,17884,901909,32385,97137,0,0,0,0,1955,0,180469,970191
FII,149783,86646,844408,538749,262942,339567,101341,245974,33106,24256,34255,21145,1654062,1028110
Pro,26335,36433,162523,123165,148014,170589,360485,211752,50935,63600,130778,45258,621996,907871
TOTAL,334229,334229,1814914,1814914,1146432,1172887,1146432,1172887,395947,200718,395947,200718,5065127,5065127
