"""""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Aug 21","2019""""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short	,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts	,Total Short Contracts
Client,183047,142716,786877,222023,884315,477593,734709,737350,378310,161059,259357,158298,2871201,2254453
DII,75084,8173,28650,985157,23581,82426,0,0,0,0,942,0,209741,994272
FII,91033,214157,940659,649819,238799,304823,144357,117844,34354,19814,31707,16265,1629482,1174149
Pro,40459,24577,215732,114919,151124,197687,418753,207335,64154,76877,184812,83187,746033,1033583
TOTAL,389623,389623,1971918,1971918,1297819,1062529,1297819,1062529,476818,257750,476818,257750,5456457,5456457
