"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on May 13"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,135898,148068,860403,223025,595351,416818,572255,636964,254306,99143,213989,127536,2361919,1921837
DII,29703,38295,13872,943154,32417,87726,0,0,0,0,1973,0,163718,983422
FII,143011,103099,867071,624415,211835,317217,141329,144020,31510,30404,31878,24110,1601048,1068851
Pro,18195,37345,162165,112917,148174,140553,274193,181330,58964,67282,96940,45183,595333,747908
TOTAL,326807,326807,1903511,1903511,987777,962314,987777,962314,344780,196829,344780,196829,4722018,4722018
