"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Jun 19"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,152878,193771,913437,271321,744863,430062,673078,695124,355013,136375,254731,136225,2732628,2224250
DII,42168,23354,16963,940182,24397,80605,0,0,0,0,1848,0,164133,965384
FII,156608,105510,829810,617322,206133,375252,84271,122425,19142,20128,24272,16127,1607073,969927
Pro,21199,50218,175357,106742,141699,149321,359743,217691,62260,59607,155564,63758,609443,953716
TOTAL,372853,372853,1935567,1935567,1117092,1035240,1117092,1035240,436415,216110,436415,216110,5113277,5113277
