"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 12"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,128301,145565,804036,244912,409480,526876,518489,693094,338428,131309,247734,142366,2338430,1992160
DII,33621,64906,19400,907209,32387,97159,0,0,0,0,2021,0,182567,974136
FII,144220,84362,830308,544294,241790,330713,78076,222134,32622,24713,35602,23112,1604366,987580
Pro,22356,33665,165362,122691,120615,145094,207707,184614,54916,63298,140609,53842,571641,743128
TOTAL,328498,328498,1819106,1819106,804272,1099842,804272,1099842,425966,219320,425966,219320,4697004,4697004
