"""Participant wise Open Interest (no. of contracts) in Equity Derivatives as on Apr 09"," 2019""",,,,,,,,,,,,,,
Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
Client,125419,148178,777380,254562,491496,634511,582794,739135,288513,111146,214953,128100,2428465,2067722
DII,33063,67415,21623,895911,32385,97099,0,0,0,0,1755,0,184170,965081
FII,159104,81176,849397,534123,251346,320401,91254,229863,32378,23238,32798,20947,1635864,990161
Pro,18326,39143,157596,121400,161645,167353,262824,250366,51154,58228,122539,43565,614302,839837
TOTAL,335912,335912,1805996,1805996,936872,1219364,936872,1219364,372045,192612,372045,192612,4862801,4862801
